reviews,recommendation,location
Dr Pankaj Kumar can understand patient root cause of problem and treat according to it. His advice to patient is valuable to overcome any problem whether it is related to psychology or physical. He treating people nicely  at very less fee. ,I recommend the doctor,Delhi
Great conversation with doctor and all query’s related my illness physical fitness and typhoid which was I all ready get it know that how to kill it permanently and better it in day of 14 days medicines lets see after 14 days.,I recommend the doctor,Delhi
I went with my mother as she was suffering with throat infection and he gave prescription for gastric issues.i thought that he prescribed syrup for cough but actually it was for gas.,I do not recommend the doctor,Delhi
*** ** *** **** ****** **** *****The way he is dealing with patients is exemplary. Satisfaction level is very high .I strongly recommend for others.,I recommend the doctor,Delhi
"It was a wonderful experience, he listen very patiently.... I just went there and by checking my throat he told me the problems I was facing from last 15 days. And now feeling better after taking his medication. ",I recommend the doctor,Delhi
"The best part of Dr. Pankaj is that he got time for his patients, he listen to you problem understand it and then only move forward with the treatment. He also try to explain the problem to patient and make sure that the patient is not worried unnecessarily. ",I recommend the doctor,Delhi
I was visited for my mother. Doctor is very friendly and explained about present condition. Now her sugar is settled. Thank you sir..,I recommend the doctor,Delhi
"Nice experience, good doctor, explaned nicely. Staff is OK OK.. I recommend Dr pankaj to everyone......... ",I recommend the doctor,Delhi
"Visited for dengue treatment. Admitted for 2 days due to low blood pressure. Doctor is very friendly, answerd my queries politely. Thank you doctor.",I recommend the doctor,Delhi
Doctor is friendly in nature. I loved the way he details the problem and gives proper time to his patients.I am completely satisfied with his behaviour.May God bless him.,I recommend the doctor,Delhi
Visited for high grade fever. Dr. is very polite and listen my problem very patiently. Cleared my all doubts. Thanks..,I recommend the doctor,Delhi
Very nice doctor. He is very polite and listen to my problem and given me good treament. Now I am feeling better ***** ****** ****** ********** ** ********** ** ****,I recommend the doctor,Delhi
Best possible way he described the matter.He knows clearly about patient situation and provide proper resolution. ,I recommend the doctor,Delhi
Dr Pankaj is a really nice doctor who listens to tje patients whole heartedly. He provides unconditional support and keeps a regular check on patients health. Also he has good experience in his line work. Would definitely recommend him to others in need out there!,I recommend the doctor,Delhi
"I found him very friendly and, discussed my health issues, he prescribed the medicines and and explained the reasons and guide me further for precautions. Recommended. :)  ",I recommend the doctor,Delhi
"Aura of clinic was friendly , with specific details of disease of which you are infected as well as side-effects of medicine to be given for treatment and what not to consume during treatment.Online query with a fast reply . Overall experience was good .",I recommend the doctor,Delhi
"Very Nice , Cleared all queries , Suggested good medicines . Spent more time for consultation. Good experienced Doctor.",I recommend the doctor,Delhi
Listens very patiently. Prescribed minimum medicines which made sound impact on the disease. Nice overall experience.,I recommend the doctor,Delhi
"It was great experience to visit Dr. Pankaj. Such a nice human being took care of both of us ,me and my Mrs. Who suffered from fever. Very affordable and easy available/approachable  on phone for advices. Must visit for medical needs.",I recommend the doctor,Delhi
He was polite and understanding .. had a good experience  *** ** *** **** ******* ** ******* * Has all the patience to answer your questions.,I recommend the doctor,Delhi
Dr is very calm and polite .Answers all your queries and explains what is the cause for the disease. ,I recommend the doctor,Delhi
Excellent. The doctor made me very comfortable. *** ***** ** ********* ** ******* *** ******* I am really satisfied and recommend him to everyone.,I recommend the doctor,Delhi
"Good experience. Relieved within 24 hours. Thanks to Dr Pankaj, i was able to join my duty next day. Highly recommended..",I recommend the doctor,Delhi
Dr. Pankaj has a very pleasing approach to handle his patients. I'll definitely recommend his practice to my family and friends.  God bless all. Thanks Practo.Capt Prasoon Sharma ,I recommend the doctor,Delhi
He takes the proper time to diagnose you effectively to provide the right medication. And I think that's the most important part as everyone can prescribe medicines but a correct diagnosis can really shorter the time of your misery!,I recommend the doctor,Delhi
"********* * ******* ********* ** ******** Its very Good of him to reply even at Midnight. Very friendly, *** ********* ********** Highly Recommended.",I recommend the doctor,Delhi
He is very good! Unfortunately this Practo app is so bad and makes the patient-doctor relationship at risk.,I recommend the doctor,Delhi
Very good doctor... Listen to the patient very pateintly and try to diagnose the proper to the it most level..,I recommend the doctor,Delhi
He is such a nice person.. I recommend him for all who needs a satisfied treatment.. Clinic is very neat and clean.,I recommend the doctor,Delhi
It was really a good experience. More than I was expecting. I recommend him for all of my relatives and friends.. He is nice person ,I recommend the doctor,Delhi
He is nice person. My experience was good. His treatment was really satisfied.. I recommend him for my relative and friends..,I recommend the doctor,Delhi
Experience was really good. He is very soft spoken and polite person.. Clinic was neat and clean . and he gives full attention to his patients,I recommend the doctor,Delhi
I recommend him for my family and friends. And wants other to do same.  Really satisfied with his treatment,I recommend the doctor,Delhi
It was really good.  He is such a nice person. And pantual . consultant started on time.. And satisfied with treatment.,I recommend the doctor,Delhi
Experience was good  i recommded him to all my family and wants to other to do the same. He is really a nice person.clinic was clean.  And ,I recommend the doctor,Delhi
Experience was good. And better than i was expecting from a doctor.. heplful and polite to all his patient  ,I recommend the doctor,Delhi
It was really good.  He is very soft spoken and polite to all his patient and give very attention to all  all the staff and doctor was cooperative  .  I would like to recommend him.. to all who needs a general physician..,I recommend the doctor,Delhi
He practically made me write and rate him five star infront of him. So i gave him a 5 star review under duress. Not recommended. ******* ******** ********. Clinic is hard to find.,I do not recommend the doctor,Delhi
Excellent advice and understanding. Nice experience to come and get help when needed urgently. ****** ****** ****** *** loving ambience. Easy to express and good effect.,I recommend the doctor,Delhi
Very helpful gr8 Dr ...truly noble after talking with him I feel proud to b a medical student ...thnkx a lot sir,I recommend the doctor,Delhi
"He is a very good doctor,  talks very gently and listens to your issue patiently.  He also gives detailed reasoning for your issues",I recommend the doctor,Delhi
Thank  u fr taking our case suddenly without bookings. Your helpful behavior was very good. I will like to recommend my friends and family in future to mawkish clinic for help in future,I recommend the doctor,Delhi
"****** ** **** ***** tackled my problem quickly. Staff is OK, clinic is very clean .. I would like to recommend for my family and friends",I recommend the doctor,Delhi
It was really good.. And more than i was expecting from a doctor.. He is such a nice person and i was really satisfied with his treatment .. He gives full aftention to his patient. The staff of clinic is very good and clinic is clean.I recommend him for my family and friends too and wants other to do same.. ,I recommend the doctor,Delhi
Booked appointment through practo.Consultation was on time. Dr Pankaj was really humane and gave effective diagnosis.Really satisfied.,I recommend the doctor,Delhi
Doctor was exceptionally knowledgeable and he knows how to treat his patient.Perfect counselling. I would like to recommend this to my family and friends.,I recommend the doctor,Delhi
Dr Pankaj is a well experienced doctor of his field and I recommend him to everyone as he gives a comfort zone to the patient which is the best thing a Dr can give.I am looking forward for the best results from him for my mother who is suffering from unknown low graded fever from almost 2months.Fingers crossed.,I recommend the doctor,Delhi
It was over all an awesome experience . He understood what my problem was told me it was nothing to worry and it was just because of the condition i was having.prompt in responding. I would suggest this doctor to everyone.. ,I recommend the doctor,Delhi
Experience is very good . I felt like I am talking to a long time friend. Dr Pankaj pays full attention that too like a close friend . Explains every little thing... Clarify all small doubts ... I strongly recommend him .. ,I recommend the doctor,Delhi
"Doctor is very good, soft spoken.. punctual.. I would like to recommend Dr Pankaj... very clean Clinic... with high class facility",I recommend the doctor,Delhi
It was very nice experiyence with Dr Pankaj Kumar.very well conducted and attended to. I will recommend to one and all.,I recommend the doctor,Delhi
"*** ****** ** ******* *** **** ******* **** ********* ** **** Very to-the-point, friendly and cheerful, He explained to me the corrective course of action very effectively. Absolutely recommended! ",I recommend the doctor,Delhi
"It was like that I am visiting my friend because he looked more than a doctor to me. He listened me carefully first and observed my health and explained me everything regarding my problem about my current stage of asthama and how to improve. He has a good sense of humor too. So, overall it was good to visit him. ",I recommend the doctor,Delhi
"I would like to thank Dr Rajput for his advice and consultation for My father , as from last few months he is not good at all, as he is ex- smoker and his symptoms get worsen day by day , he is suggesting with Breathelessness  and cough which will effect his over all like as he is unable to do his routine work , which was major concern for our family, But after visit Dr Rajut , his is taking his medicines as prescribed by Dr Rajut and His disease is in very much control and able to do his routine work. 

I must appreciate Dr Rajut the way he discussed and make us understand about disease , and very nicely answer our queries , beat use we are much concerned about my father , but after meeting him , we feel relaxed .

My father also improving over his disease as medicine prescribed by Dr Rajput  and we are in regular follow up with him for further is consultation and guidance.

",I recommend the doctor,Delhi
"Dr Rajput has been treating me for acute asthma for the last 14 yrs. Thanks to his competent treatment and advise, I have been able to manage my disease and lead a fairly active life.
Dr Rajput is extremely knowledgeable, the most able of physicians and an excellent human being. He is always accessible to his patients whenever they need him and you can rely on him for the right diagnosis, treatment and management of your ailment.
You can practically place your life in his hands - something that I have done in times of acute attacks - and so glad and grateful to have done so!!
Very highly recommended!",I recommend the doctor,Delhi
"Dr (brigadier) Rajput has treated my acute COPD for the last 12 years from which I have suffered for 38 long years with frequent admissions in ICU. It is incredible that I am able to lead a normal life at the age of 88.
Dr. Rajput has an in depth medical knowledge of respiratory diseases and is imbued with an inate ability to correctly diagnose and treat Pulmonary ailments with holistic approach. Gifted with a god given Healing Touch, during my long association, I have seen patients coming to him in agony and then going with a smile and good cheer. In addition to Professional Excellence, he is humane, full of empathy and fully devoted to the patient's well being.
Sufficed to say that he is a rare example of an Oustanding Doctor, who is an invaluable asset to any organisation he serves.",I recommend the doctor,Delhi
"I met him 2 days back for my problem: I told him that when the season changes in oct-nov and in march-apr , i feel sudden weakness then constipation and blockage and looses muscle strength,weakness gradually increases and i feel dizziness, suffering from this problem from last 13 years and no doctor able to diagnose the problem. So i came to you for diagnosis ad not just for medication,he thought for  a while and said it is just a functional problem and told me for sleep study where i have have to spend Rs12000. 
 I din't understand how did this 30yrs experienced doctor correlated my problem with sleep. He even din't tell me how my sleep study matters here, while my problems occurs in specific season.
Highly unsatisfied with the doctor and he also not able to diagnose my problem.",I do not recommend the doctor,Delhi
"Can't thank Dr. Rajput enough, he actually helped me diagnose the long lost cause of my continuing suffering, and prescribed me the right medicine that brought about a drastic change in my health straight away from day one of the 10 day medication course.If one is in a dilemma of any sort regarding breathing/ respiratory issues, give Dr.Rajput a visit and you may actually be relieved of your troubles for once and for all.P.S. :- I took to the medication on a pretty disciplined schedule due to my 3 month long ordeal.Thank you Sir. Indebted.Nitin.",I recommend the doctor,Delhi
Came to Dr Rajput after many weeks of trouble with non stop cough. I was unable to find relief despite trying all remedies and many medicines He is very experienced and detected my problem within first meeting itself and immediately put me on treatment. I am happy to say I am healthy and relieved thanks to him. **** ****** *** **** ********* ,I recommend the doctor,Delhi
I have been getting treatment for Asthma for many months now but nobody has explained about the disease and treatment as done by Dr Ashok Rajput. He took 10 minutes extra to give me a proper demonstration of inhaler technique which is very important. Great doctor and highly recommended.,I recommend the doctor,Delhi
My father was suffering from chronic bronchitis with severe dry cough. For past few years we have visited and wasted lot of money on ent doctors. But after visiting Dr Ashok my father is now in very good  condition with almost no problem. He simply listened to all problems patiently and showed my father ways to take medication properly. Just after visiting his clinic for first time my father starts feeling good. I would recommend Dr Ashok to all my relatives and friends. ,I recommend the doctor,Delhi
It was great experience with Dr. Rajput. I have been thru 3-4 doctors earlier for my same health problem. But he is the only one who listened to my worries patiently and understood the issues. And he also explained the cause and symptoms of my illness very clearly. ,I recommend the doctor,Delhi
Very impressive. Waiting time very less. Politely soft spoken and humble doctors behaviour. **** ** **** ********** ,I recommend the doctor,Delhi
Very good experience with Dr Ashok as he listened patiently and then explained in details to our full satisfaction.,I recommend the doctor,Delhi
"He is a very nice polite Doctor. Moreover nowadays doctors try to frighten Patients,but he is not like that he explain things thoroughly . Yesterday only I had visited him hopefully his treatment will improve my health. I recommend to visit him.",I recommend the doctor,Delhi
Dr Ashok Rajput came as an angel in my life. I was in very critical situation . He diagnosed the problem and helped me recover . I have been suffering from fever for three weeks and few incorrect diagnosis were done by previous doctor however Dr Ashok Rajput took time to diagnose and I was comfortable with the medicines during my hospitalisation . I am glad that I searched Practo and found him. I am weak but I am no longer getting fever which was the main concern nor I am getting vomiting. ,I recommend the doctor,Delhi
A very friendly and dedicated doctor. He saved my fiance who was suffering from TB for 40 days and nobody was able to detect it. He detected it and his treatment has been helping him recover pretty well and fast.,I recommend the doctor,Delhi
Doctor is like  a friend...cool atmosphere.....no waiting....excellent treatment....explain briefly ,I recommend the doctor,Delhi
"Was suffering from sore throat from past an year wanted to discuss my history with him but he didn't listeed me properly,*** **** ** **** ***** **** ** ******* ******* *********** and after rthat o was the one who is asking things and he just want me to go from there...",I do not recommend the doctor,Delhi
Wasite of money we can't understand doctor language and voice even doctor not hear my problem properly and cut the phone and send prescription with different medicines like liv 52 and all,I do not recommend the doctor,Delhi
"Dr. Rajput gave a very satisfactory explanation of the issue that was affecting me.  In addition, he recommended not taking any medication and focusing on natural ways to improve the issue that I was facing.",I recommend the doctor,Delhi
I told him about my problem in detail. He listens well and gave sufficient time for my problem. No doubt doctor is good.,I recommend the doctor,Delhi
Drs.. treatment and talk with ... patient is very...good...So I suggest...please meet this Doctor.,I recommend the doctor,Delhi
No unnecessary test was suggested unlike present trends of writing 10 different test which cost a mountain.,I recommend the doctor,Delhi
He is a very good doctor. Well experienced & deeply concerned about his patients. Thanks doctor. I am feeling well now. ,I recommend the doctor,Delhi
Dr Rajput sir has great experience in their fieldI had cough and cold since 3-4 months and i visited many doctors but did not get reliefThen i visited Dr Rajput he gave me only medicine for 10 days and after his medication my cough and cold cured fully or you can say I got 100% relief from his medication.He examine properly and asked all relevant questions for better treatment. ,I recommend the doctor,Delhi
My mom has persistent cough for past 1 year we had contacted several doctors however they couldn't treat the disease. But Dr. Rajput has successfully treated my mom's cough problem.Thanks Dr Rajput sir.,I recommend the doctor,Delhi
Doctor was supporter. He answers all our quieres and gave us  further instructions about treatment etc.,I recommend the doctor,Delhi
I would highly recommend as I had a very good experience with him. He was very friendly and treated my problems very well.Approachable in understanding disease and treatment process.Sticks to appointment timings.Will continue seeing him.,I recommend the doctor,Delhi
Very happy with advise and treatment suggested by doctor. I visited for snoring and sleep apnea problem. Clinic staff is very helpful and they also provide medical equipment CPAP for treatment.,I recommend the doctor,Delhi
My father has trouble breathing and becomes breathless after walking. He has been on wrong medication for 5years now. Dr Rajputs treatment has helped him. Morpheus clinic also has good technicians who help in providing support. Very good experience.,I recommend the doctor,Delhi
I have been visiting many doctors for cough problem for more than 1 month. Dr Rajput gave lot of time to explain and understood reason for cough immediately. His prescription has helped me. I am thankful,I recommend the doctor,Delhi
"He is a wonderful Doctor. He listens to your problem patiently, explains your disease. *** ********* *** ******** ** ********** I get relieved of my anxiety and became better in few doses only. He has huge experience. He gave practical demonstration of inhaler tachnique which is very useful for all asthmatics. Highly recommended.",I recommend the doctor,Delhi
"You can say, it's a shop not a clinic, they are giving med.machines at very high price comparison to market price. On objecting, they started fighting",I do not recommend the doctor,Delhi
Very good experience with doctor Brig. Ashok Rajput at vankteshwar hospital Dwarka. I'm suffering from coughing since last 2 month and no relief in coughing after medical treatment by some other doctor but now I feel relief in coughing. I want say thanks to doctor Ashok Rajput. ,I recommend the doctor,Delhi
"I feel pain in chest for almost 8 yrs. He gave me medicines three times but I didn't get any relief and then he told that it's a unspecific pain, ho jayega theek.",I do not recommend the doctor,Delhi
He is nice doctor. He understand the problem and explains very well. **** ****** ** *********** ***** * **** ** ****** ,I recommend the doctor,Delhi
"Dr Rajput is a nice doctor who listened to me. Upon listening he conducted pft test and prescribed me some medicines. As I have not completed course of medicine so I can't comment on final result.But as far of now, he has managed a good impression. Upon completing full course and meeting him after that , I will tell you effectiveness of his prescription.",I recommend the doctor,Delhi
"I was a great experience, doctor understand the problem very quickly and make us understand the reason of the problem* ******** ********** *** **** ********** Thanks allot to doctor as I am feeling much better in 2 days only. ",I recommend the doctor,Delhi
Excellent doctor. Was very patient hearing out my problem and helping me understand how I can deal with it.,I recommend the doctor,Delhi
** ** ****** * ******* ********* ** *** ****** He has immense experience. And was very polite and patience. Was answers soon many question. ,I recommend the doctor,Delhi
"Doctor Rajput is too good. My husband was suffering from breathlessness but since last night after visiting doctor, he is much better.",I recommend the doctor,Delhi
Dr. Rajput is excellent person who makes his patients so comfortable and at ease. He listens to every minute details and answers them until all doubts get clear which is really appreciable,I recommend the doctor,Delhi
He is gem of a person made me educate about asthma & precautions to be taken.Health started to show good development from next morning itself. Recomended.,I recommend the doctor,Delhi
He's a patient listener. Quickly grasps your problem because of his vast experience and explains the solution and course of treatment very lucidly. He has a light and forthcoming manner. ,I recommend the doctor,Delhi
"I will say after 8 years I enjoyed my Deepawali because of his medication and support. I used to take nebulizer twice or thrice a day in October November months of every year and even after this i used to suffer a lot. But i am feeling better now and he promised me if i comply 100% with medications,  i might get cure permanently. A big Thanks to Mr. Rajput. ",I recommend the doctor,Delhi
**** ****** **** **** complete diagnose & results is explained in very detailed and understandable manner.I will 100% recommend Dr. Rajput.,I recommend the doctor,Delhi
Hes really good. I had phelgem problem since 3 years. But his medicine and motivation to quit smoking has helped me alot . **** ***,I recommend the doctor,Delhi
dr. was very polite and explain the issue briefly. His diagnose the things very soon and makes mefeel better.,I recommend the doctor,Delhi
"Yesterday I met him,I felt mentally satisfied after this very first consultation, I was confused about my diagnosis,I highly recommend Dr Ashok.",I recommend the doctor,Delhi
i was trying to understand the problem and went to different doctors but was not satisfy but visited this clinic now i can say that i am good.. thanks ,I recommend the doctor,Delhi
"He is a very good doctor, explain the things nicely. Satisfaction from the treatment is the key.He is an expert in his field.",I recommend the doctor,Delhi
It was good and doctor handle very gently.They explained the health problem in detailed and gave complete satisfaction.,I recommend the doctor,Delhi
He is an excellent doctor who listens your problem carefully. He provided me a detailed second opinion for my mother who got hospitalized to other hospital.His advice is perfect.,I recommend the doctor,Delhi
He is extremely unassuming and down to earth doctor. Half the problem gets resolved with his mere positive attitude. I have been benefited a lot,I recommend the doctor,Delhi
Diagnosis is very good .very experienced *** ************* ******* Treatment is also very responsive  .I would rate him no 1 Pulmologist in Delhi . I recommend all suffering from chest diseases to seek his expert advise.,I recommend the doctor,Delhi
"I felt  very good, overall very good experience ,doctor have very humble way of talking and explaining things .",I recommend the doctor,Delhi
I am very much impressed with the Doctor's knowledge...He listens to the problem very carefully...Also share his views with us for why this problem got occured...He is very friendly...I would recommend this doctor for anyone who is suffering from breathing issue.,I recommend the doctor,Delhi
"They say it's very hard to find a good doctor but yea luckily i 've found one and that's him. Very humble, polite and a true gentleman with some real experience *** ********* ***** *** ***** He's not like other doctors out there whos primary aim is money and gives steroids as a candy. Highly recomendable.Thank you very much sir",I recommend the doctor,Delhi
I have had two successful diagnosis One in case of my mother the other incase of my niece.He was quick and point on the diagnosis while other doctors i consulted before him didnt diagnos well and called it an allergy while they were actually not . Thanks to him mum got well and my niece is recovering too ,I recommend the doctor,Delhi
The good thing is the appointment was on time just 10 minutes late which was very reasonable. Doctor listened to our problems very patiently and explained everything very  clearly. Hes not at all greedy unlike many other doctors and didnt write for any extra tests.,I recommend the doctor,Delhi
** ****** ****** **** ** ******* *** ** *** **** ******** This is our 2nd experience. Dr. Rajput is very good doctor with good nature and understanding of subject. My mother is feeling very much releif in her health problems. ,I recommend the doctor,Delhi
"I had Terrible breathing problem because of some infection and was suffering terribly but when I visited Dr. Ashok , I was feeling fine in 1 day itself. plus he greets his patients very politely. Highly recommended! ",I recommend the doctor,Delhi
Im really thankful To Doctor Rajput for his consulation and the way he diagnose the disease**** doctor For lungs disease in NCR.,I recommend the doctor,Delhi
It was a good experience. Doctor settled us with out all enquiries. Fully satisfied.doctor listened & replied to the fullest.full worth for money paid,I recommend the doctor,Delhi
"*** ******* **** **** ********* ** *** ****** give enough time, teach each and everything. I am satisfied.",I recommend the doctor,Delhi
I am suffering from bronchitis from last 5 year my both lungs is affected and can't be cured but i am living a good and healthy life....DR ASHOK started my treatment from last 5 months and i am going to gym doing all physical work easily.my condition was not good when i consulted him but under his guidance and consultancy i am feeling like a new confidence and hope rised in me and i am glad i found dr ashok...*** ** ****** *** knows how to treat patience...,I recommend the doctor,Delhi
Great experience with Dr. Rajpur. He explained the my problem. I was not aware with problem and reason... ,I recommend the doctor,Delhi
Dr is very humble and pay attention to your problem. He patiently listen to the problem followed by few questions to understand the whole issue.  He follows only required tests reports rule and do not impose unnecessary tests. My overall experience is very nice as i was following Sir Ganga ram treatment for my dad earlier ***** ******* *** * **** ** ** *** ***** Regards Sangeeta ,I recommend the doctor,Delhi
He diagnose my problem & prescribed medicine. I have yet to start medicine from tomorrow. I will give my feedback after 10 days.,I recommend the doctor,Delhi
Highly experienced and learnered doctor who prescribed me ****** set of medicines.. which helped me recover in 1 day.,I recommend the doctor,Delhi
very experinced and nice doctor. my father told me his medicine worked like magic. recomending to others,I recommend the doctor,Delhi
He is very helpful and understanding doctor.  Gives proper time and clears all doubts. Overall very satisfied ,I recommend the doctor,Delhi
Dr Rajput gave me really good advice for my ailment. My breathing has become easier and he has positively assured me that I will get better during the follow-up visit. He listened to me very well and his attitude towards my health and also his other patients' health has given me confidence in my own speedy recovery.,I recommend the doctor,Delhi
Good professional and well behaved.Trains the patients for good management of medicines & of dealing the episodes.Wish him & Venkateshwara Hospital all the best.Wg Cdr G Chandra,I recommend the doctor,Delhi
Excellent experience. Doctor was extremely patient while answering my never ending questions. Detected root cause and got me off of severe steroids as prescribed by another specialist. I felt very comfortable and informed after my visit. I have started the treatment and looking forward to getting to a problem free lifestyle. wouls highly recomment Dr. Rajput.,I recommend the doctor,Delhi
"Its a nice diagnosis by Dr. Ashok Rajput.I tried to diagnos my problem to other doctors but after meeting Dr. Ashok , I feel good.thanks to Dr. Ashok Rajput.",I recommend the doctor,Delhi
"Good advise, sorted out all the queries. Listened all the problems patiencely and told all the facts about the desease.. A must visit doctor in times of need.",I recommend the doctor,Delhi
*** ** *** **** ******* ***** One can visit him without a 2nd thought. His treatments are crisp and to the point and treat you immediately. Very happy!,I recommend the doctor,Delhi
"Hi All,

I met with Dr Ashok for my father age 63 who undergone  angioplasty operation and having high fever, nausea, red wrinkels on legs with bloom, loose motion with feeling very less hunger after 8 days of surgery. He is very cooperative and listened our problem very carefully. He suggested medication for 7 days and i saw my father improvement on 2nd day itself. Will visit him once again after the completion of medication. I would like to Thanks Dr Ashok Rajput.

Thanks",I recommend the doctor,Delhi
"Good , more  supporting staff and also like doctor and his behave.I am satisfied to Dr n staff behave",I recommend the doctor,Delhi
It was a good experience. He is an experienced doctor who did figure it out from one look what the problem was. Prescribed meds for a week. Hope it recovers soon without leaving any mark.,I recommend the doctor,Delhi
We visited him on 18th june. In first few minutes with his primary diagnostic he identified my mothers problem from root . We have been to many doctors before him however I have not seen any doctor who has such quickly identified problem. We will continue medication he has prescribed. Hats off to you.,I recommend the doctor,Delhi
Doctor Rajput was very kind and explained my disease in great detail. He answered all my questions and doubts. Highly experienced.,I recommend the doctor,Delhi
"I had poor sleep and feel tired all day. Until coming to Morpheus I was not aware that problem is Sleep Apnea. They explained the condition in detail and also best way to treat. Using CPAP now, I feel fresh and life has changed. They give good service and follow up also very good.",I recommend the doctor,Delhi
Excellent. My control of blood pressure and diabetes is much better after treating sleep apnea. My quality of life has improved tremendously. I feel more energetic during the day and now also do not have to get up at night to use the restroom. ,I recommend the doctor,Delhi
Very nice experience. Good treatment and explained well. I have been coming here regularly and would definitely recommend.,I recommend the doctor,Delhi
I have cough problem for 3 months and visited doctors many times in south delhi. so many doctor give cough syrup and medicine but i do not get treatment. i come to Dr Rajput after somebody recommend his name to me. He is excellent doctor and spend time to explain problem and give inhaler and teach how to use it. I have never seen any other doctor who find out problem and give right treatment  so fast. Thank you Dr Rajput,I recommend the doctor,Delhi
I have been consulting Dr Rajput for more than one year now. Although he is a chest specialist he looks at all aspects of body before advising treatment. In this consult i discussed my breathing difficulties alongside with my diabetes and blood pressure medication as well. I also followed up on my sleep apnea treatment which was also advised by him. He has great knowledge and gives time to patients. Thanks doc. :),I recommend the doctor,Delhi
Extremely satisfied. I was explained in detail regarding my problem and possible treatment options. I got a sleep study done and was well informed about my Sleep Apnea. Glad to have come.,I recommend the doctor,Delhi
I have been a smoker for five years. I came to Dr Rajput for a check up. I am happy that my lungs are okay. He has counselled me nicely about ill effects of smoking. I would recommend him to others also,I recommend the doctor,Delhi
"After having visited AIIMS and being advised BiPAP, I consulted Dr Rajput who explained to me in detail about my disease and sleep study and recommended CPAP for my treatment. Not only did I save money but my life has also changed with use of CPAP. The understanding and treatment of all members of Morpheus Centre is exception and perfect. I am very happy with their after sales support. One feels at home visiting them and confident of getting treated from certified and qualified people.",I recommend the doctor,Delhi
"I was given excellent advise. Earlier I could not sleep properly and felt very tired entire day. Then Dr Rajput helped me with proper explanation, test and treatment.",I recommend the doctor,Delhi
Excellent services. I was explained the problem in detail and am extremely satisfied with the consultation. Definitely recommended,I recommend the doctor,Delhi
"My father was having difficulty breathing for many years. He has been on Asthma medication for many years. Nobody has explained to us how to use inhaler the way 
Dr. Ashok Rajput has. We had been using the same medicines he prescribed but correct technique only he was able to explain. I like how he spends time with patients to educate them. Great experience. Highly recomend",I recommend the doctor,Delhi
I have been snoring for 5 years now and my wife dragged me to Dr Rajput. He is a wonderful doctor. He just asked me 5-6 simple questions and was able to find out my problem. I underwent sleep study at Morpheus after his advice. There staff is very well trained. I have now started using CPAP machine which I have purchased from Morpheus as well. I would highly recommend Dr. Rajput and Morpheus to everyone.,I recommend the doctor,Delhi
"Dr. (Brig) Rajput treatment of chronic obstructive pulmonary disease improved the muscle strength thus improving the breathing and quality of life as well as physical performance. 
His management of sleep apenia is EXCELLENT and a great Doctor patient relationship ",I recommend the doctor,Delhi
"I am satisfied patient.
Proper attention is given
Personal touch and patience hearing is always given
",I recommend the doctor,Delhi
Ive been undergoing dr rajputs treatment for asthama at RnR hospital.for the oast 10.years.I find him to be very jovial and easy going person and as a doctor he is extremely competent and knowledgable.I took my father a couple of months back to his clinic and he is totally satisfied witg dr rajputs treatment.Lucky to have such a good doctor.thanx doctor rajput.,I recommend the doctor,Delhi
"I have known Dr Brig AK Rajput since Dec1993, when I was treated by him for Essential Hypertension at Jabalpur and then again in Aug/Sep2014 at R&R Hospital Delhi for sleep disorder.
   He is a thorough professional, highly competent and equally good human being. Difficult to find a better doctor than him. One can totally surrender to him for correct diagnosis and perfect treatment .
Ravi Prakash",I recommend the doctor,Delhi
"Dr Rajput is extremely knowledgeable, and yet explains the problem in a lay persons terms so that one understands. He is soft spoken, smiling....and a great human being to spend a few moments with.",I recommend the doctor,Delhi
"Easily one of the finest doctors and human beings that I have come across. I have been his patient for 25 years. He is the best in his field and enjoys total confidence of his patients. I have seen his patients coming from US to consult him. So have i been returning from Hyderabad, Mumbai and other places whenever I had any medical issue to discuss. God Bless him many years for his patients sake",I recommend the doctor,Delhi
Wonderful doctor. Spent a lot of time in explaining about the disease and treatment. His confidence reflects on the patient also. Will definitely recommend.,I recommend the doctor,Delhi
"Dr. Brig Ashok K Rajput in a very competent , experienced and helpful doctor who looks after his patients in a humane way and gives a very positive feeling to his patients for their recovery.",I recommend the doctor,Delhi
Good doctor very experienced but the medicine he give is hard to find. Another thing what I hasitate to go to him is the name of the clinic (International fertility clinic) ,I recommend the doctor,Delhi
I have always had a very good experience whenever I visit you. You listen to our problems patiently and give your valuable suggestions.Thank You 😊,I recommend the doctor,Delhi
"The doctor was Helpful , courteous and politeThe problem and the treatment was explained in an elaborate manner which in turn gave an immense satisfaction. Thank you so much ",I recommend the doctor,Delhi
Doctor listens very patiently and then helps you understand the treatment. *** ***** *** ********* ***** *** ********** I also appreciate her behaviour as well.,I recommend the doctor,Delhi
She is very good at her profession.She suggested me what is best for me to cintrol diabetes.Thanks ma'am,I recommend the doctor,Delhi
She is very polite and friendly doctor.I strongly recommend her. She understands the patient problem and advise accordingly.,I recommend the doctor,Delhi
"*** ***** ***** ** *** **** ****** * **** **** **** ******* She listens to each and every problem of her patients very carefully. She treated me really well and suggested me the best medicines, diet plan and health treatment. I could actually feel the changes and betterment in my Health and body every time I meet her. And the best part is that she is available every time. She immediately replies on whatsapp and picks up the call every time and helps me out with the health issue. ",I recommend the doctor,Delhi
